,v,vw,o,c,h,l,t,n
2441,248.0,451.325,451.34,451.34,451.34,451.34,1700212200000,7
2442,1944.0,451.3227,451.35,451.31,451.35,451.31,1700212260000,35
2443,405.0,451.3241,451.32,451.32,451.32,451.32,1700212320000,14
2444,2587.0,451.4582,451.45,451.48,451.48,451.4,1700212380000,38
2445,1009.0,451.4725,451.47,451.46,451.47,451.46,1700212440000,18
2446,1140.0,451.5097,451.53,451.5,451.53,451.46,1700212500000,15
2447,5610.0,451.4156,451.41,451.41,451.5,451.41,1700212560000,50
2448,10646.0,451.425,451.41,451.47,451.47,451.41,1700212620000,44
2449,7241.0,451.4179,451.5,451.45,451.5,451.4,1700212680000,50
2450,2082.0,451.374,451.36,451.32,451.41,451.32,1700212740000,37
2451,1075.0,451.3256,451.38,451.3,451.38,451.3,1700212800000,28
2452,2858.0,451.2317,451.25,451.24,451.25,451.2,1700212860000,38
2453,1739.0,451.1115,451.1,451.13,451.13,451.09,1700212920000,22
2454,884.0,451.11,451.11,451.11,451.11,451.11,1700212980000,13
2455,1325.0,451.1271,451.15,451.09,451.15,451.09,1700213040000,22
2456,3213.0,450.9795,451.1,450.94,451.1,450.94,1700213100000,26
2457,1092.0,451.004,450.98,451.07,451.07,450.98,1700213160000,13
2458,1124.0,451.038,451.09,451.03,451.09,451.03,1700213220000,20
2459,825.0,451.07,451.07,451.07,451.07,451.07,1700213280000,5
2460,674.0,451.0546,451.04,451.11,451.11,451.04,1700213340000,16
2461,795.0,451.0797,451.07,451.09,451.09,451.07,1700213460000,13
2462,992.0,451.1206,451.12,451.12,451.12,451.12,1700213520000,16
2463,1189.0,451.1354,451.14,451.14,451.14,451.14,1700213580000,26
2464,3250.0,451.135,451.1,451.09,451.2,451.09,1700213640000,58
2465,2293.0,451.1225,451.15,451.09,451.15,451.09,1700213700000,39
2466,1228.0,451.1616,451.19,451.19,451.19,451.19,1700213760000,27
2467,780.0,451.1298,451.09,451.09,451.09,451.09,1700213880000,15
2468,1105.0,451.1535,451.12,451.12,451.12,451.12,1700214060000,28
2469,884.0,451.1729,451.14,451.14,451.14,451.14,1700214180000,23
2470,2669.0,451.1946,451.2,451.2,451.2,451.2,1700214480000,23
2471,1406.0,451.1364,451.12,451.12,451.12,451.12,1700214720000,26
2472,1897.0,451.1567,451.12,451.22,451.22,451.12,1700214840000,27
2473,610.0,451.0212,451.01,451.01,451.01,451.01,1700215020000,11
2474,1008.0,451.0174,451.0,451.06,451.06,451.0,1700215200000,21
2475,537.0,451.1674,451.19,451.19,451.19,451.19,1700215440000,18
2476,1468.0,451.1055,451.12,451.12,451.12,451.12,1700215500000,20
2477,765.0,451.1359,451.18,451.18,451.18,451.18,1700215560000,24
2478,571.0,451.3017,451.31,451.31,451.31,451.31,1700215800000,23
2479,1044.0,451.3221,451.31,451.31,451.31,451.31,1700215980000,25
2480,727.0,451.2991,451.27,451.27,451.27,451.27,1700216280000,18
2481,847.0,451.3435,451.31,451.31,451.31,451.31,1700216400000,23
2482,1039.0,451.4155,451.4,451.4,451.4,451.4,1700216700000,24
2483,1049.0,451.4919,451.5,451.5,451.5,451.5,1700216940000,21
2484,591.0,451.4798,451.46,451.46,451.46,451.46,1700217000000,16
2485,955.0,451.4091,451.43,451.43,451.43,451.43,1700217360000,22
2486,1239.0,451.4815,451.47,451.47,451.47,451.47,1700217840000,17
2487,729.0,451.4619,451.47,451.47,451.47,451.47,1700218140000,26
2488,932.0,451.5355,451.55,451.55,451.55,451.55,1700218260000,17
2489,974.0,451.5737,451.54,451.6,451.6,451.54,1700218320000,28
2490,535.0,451.5834,451.62,451.62,451.62,451.62,1700218380000,18
2491,574.0,451.4733,451.47,451.49,451.49,451.47,1700218500000,20
2492,571.0,451.3968,451.4,451.4,451.4,451.4,1700218800000,15
2493,664.0,451.3608,451.38,451.37,451.38,451.36,1700218860000,16
2494,886.0,451.2804,451.3,451.28,451.3,451.28,1700218920000,21
2495,598.0,451.2022,451.18,451.18,451.18,451.18,1700218980000,24
2496,548.0,451.1618,451.13,451.13,451.13,451.13,1700219040000,16
2497,941.0,451.217,451.2,451.22,451.22,451.2,1700219160000,23
2498,705.0,451.3427,451.37,451.37,451.37,451.37,1700219220000,22
2499,591.0,451.3393,451.36,451.36,451.36,451.36,1700219400000,19
2500,845.0,451.3897,451.4,451.4,451.4,451.4,1700219580000,19
2501,524.0,451.2872,451.3,451.3,451.3,451.3,1700219640000,26
2502,500.0,451.2701,451.3,451.24,451.3,451.24,1700220120000,8
2503,108.0,451.2413,451.24,451.24,451.24,451.24,1700220180000,3
2504,106.0,451.2008,451.2,451.2,451.2,451.2,1700220240000,4
2505,1367.0,451.21,451.21,451.21,451.21,451.21,1700220300000,4
2506,169.0,451.2624,451.26,451.26,451.26,451.26,1700220840000,2
2507,304.0,451.2005,451.2,451.2,451.2,451.2,1700220900000,8
2508,240.0,451.2159,451.22,451.22,451.22,451.22,1700221020000,5
2509,1136.0,451.225,451.18,451.24,451.24,451.18,1700221080000,8
2510,379.0,451.0784,451.11,451.1,451.11,451.1,1700221260000,11
2511,999.0,451.0336,451.01,451.07,451.07,451.01,1700221320000,10
2512,830.0,451.0663,451.07,451.06,451.07,451.06,1700221380000,7
2513,565.0,451.1921,451.19,451.2,451.2,451.19,1700221800000,6
2514,111.0,451.3068,451.31,451.31,451.31,451.31,1700221920000,4
2515,400.0,451.3,451.3,451.3,451.3,451.3,1700221980000,2
2516,325.0,451.293,451.26,451.35,451.35,451.26,1700222100000,4
2517,422.0,451.2979,451.28,451.3,451.3,451.28,1700222160000,3
2518,758.0,451.2803,451.31,451.31,451.31,451.31,1700222400000,31
2519,694.0,451.3191,451.27,451.35,451.35,451.27,1700222520000,12
2520,15665.0,451.3584,451.35,451.36,451.36,451.35,1700222580000,62
2521,227.0,451.4789,451.48,451.48,451.48,451.48,1700222640000,10
2522,131.0,451.4897,451.49,451.49,451.49,451.49,1700222700000,2
2523,378.0,451.4564,451.46,451.46,451.46,451.46,1700222760000,13
2524,416.0,451.2408,451.24,451.24,451.24,451.24,1700223120000,2
2525,666.0,451.2012,451.2,451.2,451.2,451.2,1700223180000,13
2526,170.0,451.22,451.22,451.22,451.22,451.22,1700223240000,6
2527,3911.0,451.2201,451.22,451.22,451.22,451.22,1700223300000,26
2528,906.0,451.1801,451.18,451.18,451.18,451.18,1700223360000,4
2529,105.0,451.2291,451.23,451.23,451.23,451.23,1700223420000,6
2530,237.0,451.2895,451.31,451.31,451.31,451.31,1700223480000,8
2531,1737.0,451.2753,451.3,451.25,451.3,451.25,1700223540000,5
2532,1245.0,451.2747,451.31,451.25,451.31,451.25,1700223600000,10
2533,365.0,451.2043,451.2,451.21,451.21,451.2,1700223660000,5
2534,257.0,451.1541,451.17,451.15,451.17,451.15,1700223720000,9
2535,607.0,451.2021,451.18,451.22,451.22,451.18,1700223840000,7
2536,10670.0,451.2498,451.25,451.25,451.25,451.24,1700223960000,50
2537,14595.0,451.2501,451.25,451.25,451.25,451.25,1700224020000,20
2538,663.0,451.324,451.32,451.33,451.33,451.32,1700224080000,10
2539,941.0,451.3741,451.35,451.39,451.39,451.35,1700224200000,13
2540,34651.0,451.4325,451.44,451.43,451.45,451.39,1700224260000,108
2541,20587.0,451.453,451.43,451.45,451.48,451.43,1700224320000,85
2542,1043.0,451.4491,451.45,451.45,451.45,451.45,1700224380000,12
2543,2847.0,451.4294,451.45,451.4,451.45,451.4,1700224440000,21
2544,101.0,451.4396,451.44,451.44,451.44,451.44,1700224500000,2
2545,2014.0,451.4808,451.44,451.44,451.5,451.44,1700224560000,27
2546,425.0,451.4692,451.45,451.45,451.45,451.45,1700224620000,10
2547,921.0,451.4644,451.45,451.49,451.49,451.45,1700224680000,9
2548,1958.0,451.5645,451.51,451.55,451.59,451.51,1700224800000,37
2549,349.0,451.6038,451.61,451.61,451.61,451.61,1700224860000,12
2550,3189.0,451.6344,451.63,451.63,451.67,451.63,1700224920000,21
2551,3974.0,451.6317,451.63,451.64,451.64,451.62,1700224980000,36
2552,1358.0,451.6463,451.649,451.62,451.649,451.62,1700225040000,17
2553,7640.0,451.6598,451.66,451.66,451.66,451.66,1700225100000,26
2554,3631.0,451.6483,451.66,451.65,451.66,451.6,1700225160000,15
2555,1254.0,451.5672,451.55,451.58,451.58,451.55,1700225220000,7
2556,25312.0,451.5072,451.6,451.5,451.6,451.5,1700225280000,51
2557,5150.0,451.5741,451.58,451.5,451.58,451.5,1700225340000,26
2558,800.0,451.5488,451.55,451.55,451.55,451.55,1700225400000,6
2559,324.0,451.5484,451.55,451.55,451.55,451.55,1700225460000,7
2560,1966.0,451.5236,451.51,451.53,451.53,451.5,1700225520000,13
2561,2574.0,451.4961,451.5,451.49,451.5,451.49,1700225580000,10
2562,439.0,451.4696,451.5,451.43,451.5,451.43,1700225700000,20
2563,1264.0,451.456,451.49,451.45,451.49,451.45,1700225760000,8
2564,1424.0,451.4078,451.4,451.39,451.41,451.39,1700225820000,18
2565,623.0,451.3887,451.38,451.4,451.4,451.38,1700225880000,17
2566,8029.0,451.3498,451.35,451.35,451.35,451.33,1700225940000,42
2567,41752.0,451.4356,451.2614,451.48,451.66,450.9904,1700226000000,310
2568,13541.0,451.2805,451.47,450.45,451.48,450.45,1700226060000,252
2569,11248.0,451.1949,450.58,451.459,451.56,450.5,1700226120000,206
2570,2262.0,451.117,450.76,451.48,451.5,450.76,1700226180000,54
2571,3276.0,451.5484,451.48,451.61,451.61,451.48,1700226240000,32
2572,2424.0,451.6502,451.63,451.69,451.69,451.62,1700226300000,39
2573,6948.0,451.6996,451.66,451.71,451.71,451.66,1700226360000,40
2574,9782.0,451.7621,451.72,451.78,451.78,451.72,1700226420000,74
2575,725.0,451.7357,451.75,451.71,451.78,451.71,1700226480000,19
2576,2644.0,451.7473,451.73,451.78,451.78,451.71,1700226540000,37
2577,1078.0,451.7433,451.78,451.74,451.78,451.72,1700226600000,25
2578,9099.0,451.7915,451.7414,451.81,451.81,451.74,1700226660000,46
2579,3674.0,451.8004,451.81,451.81,451.81,451.79,1700226720000,30
2580,1911.0,451.7774,451.8,451.74,451.8,451.74,1700226780000,33
2581,5453.0,451.8689,451.8,451.84,451.9,451.8,1700226840000,59
2582,3885.0,451.7748,451.82,451.76,451.82,451.74,1700226900000,41
2583,5605.0,451.7459,451.74,451.79,451.79,451.74,1700226960000,30
2584,694.0,451.8001,451.8,451.8,451.8,451.8,1700227020000,26
2585,750.0,451.8045,451.81,451.81,451.82,451.81,1700227080000,25
2586,841.0,451.7123,451.74,451.71,451.74,451.7,1700227140000,23
2587,31715.0,451.7309,451.73,451.75,451.75,451.7,1700227200000,88
2588,2070.0,451.7011,451.7,451.7,451.7,451.7,1700227260000,41
2589,3569.0,451.8053,451.76,451.87,451.88,451.76,1700227320000,45
2590,922.0,451.8346,451.81,451.86,451.86,451.81,1700227380000,27
2591,2305.0,451.8833,451.88,451.87,451.89,451.87,1700227440000,34
2592,8504.0,451.8992,451.86,451.89,451.92,451.86,1700227500000,75
2593,662.0,451.8644,451.87,451.85,451.88,451.85,1700227560000,32
2594,5823.0,451.8111,451.8,451.8,451.84,451.8,1700227620000,53
2595,1444.0,451.8443,451.83,451.82,451.89,451.82,1700227680000,52
2596,1159.0,451.8419,451.83,451.88,451.88,451.81,1700227740000,23
2597,855.0,451.8173,451.799,451.84,451.84,451.799,1700227800000,29
2598,3222.0,451.7795,451.81,451.73,451.83,451.72,1700227860000,57
2599,6099.0,451.8231,451.73,451.86,451.86,451.71,1700227920000,46
2600,6504.0,451.872,451.88,451.89,451.9,451.82,1700227980000,68
2601,1674.0,451.8717,451.88,451.86,451.89,451.86,1700228040000,44
2602,2998.0,451.8785,451.83,451.9,451.91,451.81,1700228100000,48
2603,23744.0,451.9027,451.91,451.84,451.94,451.83,1700228160000,113
2604,3761.0,451.7689,451.82,451.68,451.82,451.68,1700228220000,84
2605,5737.0,451.6729,451.72,451.65,451.7209,451.64,1700228280000,67
2606,14195.0,451.5711,451.65,451.54,451.65,451.53,1700228340000,109
2607,17994.0,451.4752,451.53,451.36,451.55,451.34,1700228400000,128
2608,4004.0,451.4159,451.37,451.45,451.46,451.35,1700228460000,76
2609,13111.0,451.3552,451.43,451.3502,451.43,451.3,1700228520000,93
2610,12939.0,451.3523,451.38,451.42,451.42,451.32,1700228580000,96
2611,3959.0,451.3786,451.4,451.44,451.44,451.35,1700228640000,60
2612,2535.0,451.3553,451.41,451.35,451.41,451.31,1700228700000,48
2613,4517.0,451.3775,451.34,451.35,451.41,451.32,1700228760000,68
2614,2284.0,450.7898,451.35,451.35,451.35,451.34,1700228820000,54
2615,6700.0,451.3096,451.44,451.29,451.44,451.26,1700228880000,105
2616,3958.0,451.3006,451.31,451.37,451.37,451.27,1700228940000,72
2617,7156.0,451.3304,451.36,451.2999,451.37,451.2999,1700229000000,67
2618,17682.0,451.258,451.32,451.21,451.32,451.2,1700229060000,122
2619,9191.0,451.2152,451.2,451.2,451.25,451.18,1700229120000,73
2620,13528.0,451.1929,451.18,451.16,451.24,451.16,1700229180000,77
2621,15701.0,451.1579,451.16,451.1,451.2,451.1,1700229240000,104
2622,17088.0,451.0873,451.12,451.13,451.13,451.05,1700229300000,128
2623,9970.0,451.1399,451.16,451.17,451.2,451.1,1700229360000,101
2624,10066.0,451.2094,451.19,451.2,451.26,451.16,1700229420000,107
2625,9538.0,451.2006,451.25,451.14,451.25,451.14,1700229480000,68
2626,2697.0,451.1549,451.12,451.18,451.2,451.1,1700229540000,42
2627,31832.0,451.1339,451.17,451.15,451.17,451.12,1700229600000,221
2628,11674.0,451.2265,451.23,451.24,451.25,451.18,1700229660000,96
2629,6282.0,451.2943,451.28,451.33,451.33,451.26,1700229720000,59
2630,5573.0,451.3331,451.33,451.31,451.37,451.3,1700229780000,55
2631,1781.0,451.3088,451.31,451.32,451.33,451.28,1700229840000,35
2632,9018.0,451.2863,451.27,451.28,451.309,451.27,1700229900000,47
2633,14943.0,451.1716,451.23,451.05,451.24,451.05,1700229960000,112
2634,12415.0,450.9762,451.04,450.92,451.04,450.89,1700230020000,138
2635,10963.0,450.9215,450.97,450.91,450.97,450.89,1700230080000,97
2636,21176.0,450.9871,450.95,450.99,451.02,450.95,1700230140000,127
2637,8723.0,450.9644,450.97,451.0,451.0,450.94,1700230200000,67
2638,7443.0,450.9626,451.0203,450.98,451.0203,450.92,1700230260000,66
2639,6664.0,451.0013,451.0203,450.94,451.05,450.94,1700230320000,72
2640,1723.0,451.0332,451.03,451.01,451.04,451.01,1700230380000,37
2641,5312.0,451.1055,451.09,451.13,451.14,451.08,1700230440000,62
2642,4274.0,451.0851,451.12,451.13,451.13,451.06,1700230500000,61
2643,2453.0,451.12,451.11,451.08,451.15,451.08,1700230560000,31
2644,6682.0,451.0553,451.08,451.07,451.08,451.02,1700230620000,59
2645,1985.0,451.0214,451.04,451.01,451.04,451.0,1700230680000,45
2646,3355.0,451.0116,451.01,451.01,451.03,451.0,1700230740000,47
2647,2383.0,450.968,450.98,450.97,450.98,450.96,1700230800000,39
2648,1308.0,451.0444,450.99,451.05,451.07,450.99,1700230860000,38
2649,2944.0,451.1196,451.09,451.12,451.14,451.09,1700230920000,51
2650,1583.0,451.0337,451.04,451.03,451.04,451.01,1700230980000,45
2651,3850.0,451.031,451.02,450.99,451.07,450.99,1700231040000,66
2652,5890.0,450.8058,450.94,450.68,450.94,450.68,1700231100000,118
2653,9802.0,450.6681,450.68,450.64,450.77,450.64,1700231160000,75
2654,20801.0,450.648,450.69,450.59,450.71,450.59,1700231220000,149
2655,29381.0,450.5944,450.61,450.53,450.66,450.53,1700231280000,172
2656,90909.0,450.3037,450.53,450.24,450.53,449.99,1700231340000,553
2657,1008808.0,450.4069,450.24,450.37,450.6,450.18,1700231400000,8022
2658,284676.0,450.3555,450.37,450.3,450.45,450.25,1700231460000,2348
2659,208859.0,450.2106,450.29,450.135,450.32,450.03,1700231520000,2321
2660,205581.0,450.1045,450.14,450.11,450.18,450.03,1700231580000,1880
2661,183730.0,450.0632,450.11,450.02,450.19,449.93,1700231640000,1726
2662,210735.0,449.972,450.03,450.11,450.12,449.86,1700231700000,1963
2663,1225361.0,450.9819,450.13,449.91,450.14,449.85,1700231760000,1511
2664,177316.0,449.8699,449.91,449.93,449.945,449.805,1700231820000,1678
2665,232499.0,449.9123,449.92,449.88,450.0,449.83,1700231880000,1922
2666,227849.0,449.856,449.89,449.8199,449.95,449.75,1700231940000,2066
2667,192163.0,449.7449,449.81,449.6112,449.92,449.57,1700232000000,1851
2668,318797.0,449.5687,449.61,449.54,449.675,449.46,1700232060000,2647
2669,185453.0,449.6241,449.53,449.64,449.64,449.49,1700232120000,1120
2670,184044.0,449.6745,449.63,449.6001,449.77,449.58,1700232180000,1700
2671,84890.0,449.6946,449.6,449.73,449.76,449.6,1700232240000,986
2672,239894.0,449.9063,449.73,449.8897,450.07,449.73,1700232300000,2166
2673,227770.0,449.9892,449.885,449.91,449.94,449.75,1700232360000,1173
2674,93360.0,449.8227,449.9099,449.79,449.92,449.765,1700232420000,1076
2675,129017.0,449.8464,449.78,449.86,449.93,449.77,1700232480000,1252
2676,93346.0,449.8269,449.85,449.87,449.89,449.76,1700232540000,1123
2677,103991.0,449.8044,449.86,449.82,449.94,449.71,1700232600000,1393
2678,109314.0,449.8568,449.83,449.885,449.935,449.78,1700232660000,1156
2679,217672.0,450.0507,449.89,449.96,450.192,449.86,1700232720000,2191
2680,119132.0,449.9991,449.965,449.99,450.07,449.95,1700232780000,1218
2681,111282.0,449.9808,450.0,449.99,450.03,449.93,1700232840000,1436
2682,170262.0,449.884,449.99,449.9,450.0,449.785,1700232900000,1955
2683,122314.0,449.8304,449.89,449.81,449.905,449.75,1700232960000,1389
2684,98771.0,449.9558,449.8,450.045,450.0677,449.79,1700233020000,1230
2685,143220.0,450.0148,450.0499,450.09,450.0925,449.95,1700233080000,1511
2686,133233.0,450.1149,450.1,450.15,450.1514,450.07,1700233140000,1473
2687,153560.0,449.9894,450.145,449.8801,450.15,449.875,1700233200000,1573
2688,408223.0,450.1036,449.88,450.075,450.1,449.84,1700233260000,1499
2689,99178.0,450.0619,450.08,449.99,450.14,449.98,1700233320000,1235
2690,613614.0,450.1486,449.98,450.095,450.11,449.91,1700233380000,1298
2691,128366.0,450.0613,450.11,450.05,450.17,449.94,1700233440000,1677
2692,134089.0,450.0527,450.05,449.99,450.145,449.98,1700233500000,1421
2693,142626.0,449.9729,450.0,450.02,450.08,449.88,1700233560000,1453
2694,97139.0,450.0716,450.02,450.01,450.12,449.99,1700233620000,1025
2695,327566.0,450.1529,450.01,450.14,450.17,449.99,1700233680000,1057
2696,174592.0,449.8905,450.135,449.84,450.14,449.77,1700233740000,1559
2697,394541.0,450.0386,449.845,449.82,449.885,449.7299,1700233800000,1385
2698,125441.0,449.784,449.82,449.849,449.895,449.66,1700233860000,1515
2699,85098.0,449.741,449.84,449.75,449.85,449.68,1700233920000,1167
2700,187343.0,449.6749,449.75,449.65,449.75,449.62,1700233980000,1722
2701,159193.0,449.6124,449.64,449.81,449.82,449.49,1700234040000,1825
2702,226967.0,449.9776,449.8,450.22,450.27,449.73,1700234100000,2333
2703,168267.0,450.1075,450.1768,450.15,450.2299,450.0399,1700234160000,1830
2704,100485.0,450.142,450.14,450.17,450.2,450.07,1700234220000,1273
2705,119893.0,450.2294,450.17,450.2,450.32,450.0902,1700234280000,1357
2706,125208.0,450.1319,450.19,450.19,450.21,450.08,1700234340000,1219
2707,364031.0,450.2024,450.1813,450.27,450.32,450.16,1700234400000,1165
2708,143448.0,450.2451,450.28,450.045,450.37,450.045,1700234460000,1631
2709,194753.0,450.1223,450.05,450.19,450.29,449.96,1700234520000,1892
2710,66163.0,450.2404,450.19,450.27,450.31,450.17,1700234580000,947
2711,355874.0,450.2773,450.275,450.33,450.34,450.24,1700234640000,1281
2712,122412.0,450.2326,450.31,450.1501,450.35,450.13,1700234700000,1328
2713,110585.0,450.0914,450.15,450.11,450.16,450.03,1700234760000,1234
2714,86876.0,450.1353,450.11,450.1201,450.185,450.06,1700234820000,953
2715,142700.0,450.1157,450.12,450.0899,450.199,450.06,1700234880000,1411
2716,202328.0,450.1749,450.08,450.25,450.275,450.05,1700234940000,1831
2717,217506.0,450.1221,450.25,450.09,450.28,450.03,1700235000000,1987
2718,103673.0,450.0881,450.09,450.0394,450.15,450.025,1700235060000,1166
2719,134925.0,449.9843,450.035,449.97,450.1199,449.89,1700235120000,1510
2720,86405.0,449.9634,449.98,449.89,450.0099,449.88,1700235180000,1041
2721,133974.0,449.8759,449.88,449.8916,449.925,449.82,1700235240000,1337
2722,138074.0,449.9366,449.89,450.02,450.05,449.82,1700235300000,1393
2723,135703.0,449.881,450.03,449.82,450.03,449.8,1700235360000,1245
2724,89598.0,449.8925,449.8399,449.95,449.95,449.83,1700235420000,975
2725,399259.0,450.0931,449.96,449.93,450.01,449.87,1700235480000,1292
2726,72460.0,449.9249,449.91,449.94,449.98,449.84,1700235540000,976
2727,100239.0,449.8255,449.93,449.79,449.935,449.73,1700235600000,1039
2728,77394.0,449.8255,449.79,449.94,449.965,449.71,1700235660000,864
2729,146023.0,449.8296,449.93,449.815,449.9501,449.76,1700235720000,1384
2730,119550.0,449.9866,449.8,450.072,450.11,449.78,1700235780000,1294
2731,85103.0,449.9901,450.0701,449.945,450.08,449.93,1700235840000,757
2732,85848.0,449.9434,449.93,449.94,450.03,449.85,1700235900000,881
2733,126102.0,449.8643,449.93,449.79,449.97,449.77,1700235960000,1011
2734,148321.0,449.8159,449.8,449.87,449.93,449.71,1700236020000,1391
2735,106507.0,449.997,449.89,450.02,450.0208,449.89,1700236080000,817
2736,61059.0,450.0085,450.03,450.01,450.0781,449.95,1700236140000,726
2737,97878.0,449.9736,450.01,449.95,450.06,449.9,1700236200000,1018
2738,90806.0,449.8453,449.94,449.8299,449.94,449.755,1700236260000,950
2739,89441.0,449.8423,449.82,449.9463,449.96,449.775,1700236320000,964
2740,99925.0,449.991,449.94,450.03,450.059,449.8801,1700236380000,944
2741,113200.0,450.1411,450.04,450.2003,450.24,450.04,1700236440000,1160
2742,157642.0,450.1657,450.2,450.2799,450.28,450.125,1700236500000,1222
2743,88268.0,450.2357,450.28,450.1779,450.28,450.17,1700236560000,690
2744,42539.0,450.157,450.17,450.16,450.21,450.11,1700236620000,441
2745,319732.0,450.1597,450.145,450.14,450.1778,450.015,1700236680000,675
2746,46757.0,450.1333,450.17,450.09,450.21,450.04,1700236740000,553
2747,77202.0,450.0855,450.09,450.04,450.16,450.0,1700236800000,802
2748,253631.0,450.0711,450.05,450.07,450.11,450.0,1700236860000,818
2749,120921.0,449.8955,450.055,449.8,450.055,449.8,1700236920000,1237
2750,103591.0,449.7346,449.8,449.5721,449.825,449.57,1700236980000,1158
2751,118904.0,449.6183,449.59,449.65,449.69,449.53,1700237040000,1143
2752,186029.0,449.4539,449.65,449.36,449.65,449.34,1700237100000,1990
2753,159510.0,449.4258,449.37,449.48,449.5199,449.29,1700237160000,1412
2754,119988.0,449.516,449.48,449.5901,449.63,449.45,1700237220000,1072
2755,79563.0,449.5171,449.59,449.58,449.59,449.435,1700237280000,827
2756,162983.0,449.7777,449.595,449.895,449.91,449.57,1700237340000,1452
2757,146566.0,449.9192,449.89,449.9201,450.0,449.87,1700237400000,1440
2758,78974.0,449.8614,449.925,449.835,449.94,449.8,1700237460000,948
2759,1774514.0,449.9946,449.81,449.972,449.985,449.775,1700237520000,843
2760,82555.0,450.0412,449.97,450.07,450.12,449.96,1700237580000,960
2761,63285.0,449.9669,450.07,449.899,450.075,449.87,1700237640000,736
2762,60278.0,449.8573,449.9,449.82,449.94,449.8,1700237700000,681
2763,111532.0,449.8189,449.815,449.8,449.9,449.76,1700237760000,881
2764,71845.0,449.8226,449.79,449.81,449.8801,449.76,1700237820000,749
2765,44557.0,449.7658,449.81,449.8221,449.8393,449.71,1700237880000,578
2766,52315.0,449.825,449.83,449.84,449.885,449.76,1700237940000,601
2767,39293.0,449.8383,449.83,449.9,449.94,449.76,1700238000000,485
2768,45061.0,449.9253,449.9001,449.95,449.98,449.87,1700238060000,454
2769,69254.0,450.0094,449.96,450.03,450.055,449.92,1700238120000,675
2770,125085.0,450.093,450.02,450.14,450.16,449.99,1700238180000,1103
2771,57332.0,450.0763,450.1401,450.01,450.1487,450.0,1700238240000,625
2772,82428.0,449.9146,450.0,449.8088,450.0,449.7899,1700238300000,782
2773,75483.0,449.778,449.82,449.8809,449.89,449.7,1700238360000,861
2774,64219.0,449.743,449.87,449.7701,449.88,449.66,1700238420000,758
2775,56595.0,449.7832,449.78,449.77,449.855,449.7,1700238480000,650
2776,46046.0,449.7889,449.76,449.8,449.84,449.74,1700238540000,600
2777,65606.0,449.777,449.8,449.8,449.84,449.71,1700238600000,722
2778,68435.0,449.7684,449.8,449.73,449.82,449.72,1700238660000,658
2779,98140.0,449.6279,449.73,449.575,449.74,449.5431,1700238720000,1064
2780,84206.0,449.7275,449.575,449.795,449.845,449.575,1700238780000,849
2781,60524.0,449.8054,449.795,449.81,449.87,449.745,1700238840000,681
2782,62737.0,449.7828,449.81,449.71,449.8682,449.68,1700238900000,709
2783,51328.0,449.8482,449.72,449.86,449.91,449.72,1700238960000,607
2784,54581.0,449.7955,449.84,449.8,449.85,449.73,1700239020000,551
2785,43762.0,449.7897,449.8,449.845,449.845,449.75,1700239080000,515
2786,219993.0,449.9442,449.85,449.8989,450.0,449.83,1700239140000,1909
2787,68039.0,449.8127,449.88,449.7786,449.89,449.72,1700239200000,750
2788,293884.0,450.1246,449.77,449.8793,449.89,449.75,1700239260000,546
2789,56014.0,449.8129,449.865,449.76,449.89,449.73,1700239320000,608
2790,1011982.0,449.7992,449.75,449.91,449.91,449.705,1700239380000,672
2791,98656.0,449.9618,449.91,449.98,450.045,449.89,1700239440000,1042
2792,70294.0,449.9816,449.9799,449.97,450.04,449.9201,1700239500000,672
2793,55376.0,449.9145,449.95,449.91,449.99,449.8523,1700239560000,580
2794,70564.0,449.9146,449.9086,449.95,449.98,449.86,1700239620000,652
2795,10097203.0,451.1185,449.945,450.049,450.075,449.85,1700239680000,903
2796,71322.0,449.9328,450.04,449.93,450.04,449.875,1700239740000,725
2797,101286.0,449.9003,449.94,449.855,450.0001,449.78,1700239800000,1102
2798,60364.0,449.9251,449.855,449.97,449.98,449.85,1700239860000,828
2799,60765.0,450.0054,449.98,450.0383,450.05,449.96,1700239920000,723
2800,42094.0,450.0609,450.04,450.05,450.11,449.98,1700239980000,485
2801,63569.0,450.0175,450.06,449.96,450.11,449.94,1700240040000,708
2802,57983.0,449.9266,449.94,449.91,449.97,449.905,1700240100000,708
2803,92212.0,450.0159,449.9101,450.02,450.07,449.91,1700240160000,903
2804,43526.0,450.0683,450.01,450.095,450.13,449.983,1700240220000,545
2805,91140.0,450.1312,450.101,450.1301,450.17,450.0701,1700240280000,1109
2806,79379.0,450.1741,450.13,450.21,450.24,450.1,1700240340000,846
2807,82502.0,450.1532,450.215,450.15,450.225,450.11,1700240400000,874
2808,87975.0,450.1889,450.15,450.25,450.27,450.14,1700240460000,799
2809,158574.0,450.329,450.2501,450.39,450.42,450.25,1700240520000,1332
2810,423829.0,450.2929,450.385,450.445,450.5188,450.385,1700240580000,1527
2811,72088.0,450.4002,450.445,450.4085,450.46,450.3627,1700240640000,778
2812,141536.0,450.498,450.405,450.53,450.53,450.37,1700240700000,1255
2813,92714.0,450.482,450.53,450.4699,450.53,450.425,1700240760000,829
2814,50164.0,450.484,450.47,450.4716,450.52,450.45,1700240820000,676
2815,157331.0,450.5884,450.48,450.6201,450.66,450.48,1700240880000,1503
2816,82186.0,450.5486,450.625,450.5599,450.6303,450.48,1700240940000,824
